,phrase,sentiment values
7983,"sunk way much indulg scene-chew , teeth-gnash actorli",0.30556
7984,varieti tone spielberg 's work,0.61111
7985,"take entertain tonight subject matter give humor poignanc , auto focu becom gut-bustingli funni crushingli depress .",0.56944
7986,short thrill,0.33333
7987,undetermin destin,0.45833
7988,talk,0.5
7989,whether like rap music loath,0.56944
7990,'s surprisingli harmless .,0.58333
7991,self-exploit,0.5
7992,verv,0.55556
7993,"birot compet enough filmmak , stori noth fresh excit .",0.25
7994,"loud , long frantic half",0.19444
7995,'s reason anyon bother rememb,0.25
7996,rail,0.5
7997,rememb life 's ultim gambl last order embrac,0.52778
7998,manner braini prep-school kid mr .,0.52778
7999,haunt ode,0.55556
8000,deepli satisfi,0.81944
8001,"digit effect ) remind terri gilliam 's rudimentari old monti python cartoon , would cut figur draw photograph past togeth .",0.41667
8002,"star matthew perri elizabeth hurley illicit chuckl , joke land crash , ultim serv sara n't distinguish herd .",0.36111
8003,parodi .,0.61111
8004,'s point extract bare bone byatt 's plot purpos bland hollywood romanc .,0.34722
8005,compromis vision,0.45833
8006,"tend specul , conspiraci theori , best , circumstanti evid",0.48611
8007,languag sexi,0.55556
8008,special effect,0.5
8009,jack ryan 's `` do-ov,0.5
8010,film 's comic charact come peril close amos andi new gener .,0.36111
8011,"handl correctli , wild 's play masterpiec eleg wit artific",0.79167
8012,public servic,0.55556
8013,horrend confus,0.083333
8014,absolut last thing,0.40278
8015,"certainli good movi , n't horribl either .",0.41667
8016,mani conflict,0.27778
8017,appeal enough,0.66667
8018,much plung,0.30556
8019,"cute , ami 's career success ( 's best-sel writer self-help book ca n't help )",0.70833
8020,"apart dazzl cinematographi , 've seen everyth blue crush one form .",0.48611
8021,former,0.52778
8022,"make tragic error go long , tri mirror everi subsequ event chines histori : war , revolut , commun , etc",0.31944
8023,scrapbook oddbal,0.33333
8024,"leguizamo 's best movi work far , subtl richli intern perform",0.88889
8025,'re comic fan,0.5
8026,relentless descent,0.47222
8027,seem manufactur artifici,0.38889
8028,inher immor,0.5
8029,worth trip theatr,0.875
8030,assess issu clear passion sociolog,0.75
8031,combust mixtur,0.625
8032,indian love call jeanett macdonald,0.5
8033,sad-sack wast,0.29167
8034,pc stabil notwithstand,0.33333
8035,"sweet home alabama one dumb movi , stupid relentlessli harmless almost win end",0.31944
8036,art bend technic know-how servic psycholog insight,0.73611
8037,malcolm middl,0.5
8038,"well , even simpl '' goddammit ! ''",0.27778
8039,excresc,0.51389
8040,market,0.5
8041,craven ' nightmar elm street ' ` hill eye,0.47222
8042,nearli imposs look understand,0.23611
8043,hand viewer,0.5
8044,drum routin,0.5
8045,bore,0.18056
8046,"witti , captiv film friendship , love , memori , trust loyalti",0.94444
8047,movi inhuman monster,0.40278
8048,-- howev can -- make unexpectedli giddi view .,0.77778
8049,$ 20 million ticket ride russian rocket,0.54167
8050,manipul yet,0.48611
8051,"seen remak first . mani effect horror element dampen familiar ,",0.34722
8052,seedi clash,0.31944
8053,"squar , sentiment drama",0.5
8054,play like weird masterpiec theater sketch neither point,0.19444
8055,turn ley ' fabl,0.48611
8056,desper attempt vietnames refuge,0.5
8057,se transforma,0.55556
8058,"documentari , one make deplet yesterday feel much like brand-new tomorrow",0.52778
8059,situat dialogu spin hopelessli control -- say,0.16667
8060,"truli captur terrifi angst modern work man without turn film cheap thriller , dumb comedi sappi",0.79167
8061,exot local,0.5
8062,fit smoothli togeth,0.73611
8063,shadowi metaphor,0.55556
8064,redeem featur chan 's film alway action,0.72222
8065,tell us,0.5
8066,final lap 's suspici smooth,0.63889
8067,"good gander , occasion amus none amount much stori",0.47222
8068,sex,0.55556
8069,difficult subject,0.44444
8070,muster lot emot reson cold vacuum space,0.58333
8071,casual realism,0.51389
8072,annoyingli,0.22222
8073,better put sleep sound machin .,0.15278
8074,reason exist,0.5
8075,intrigu subject,0.79167
8076,viewer may find wish could roll take nap .,0.18056
8077,"impecc pedigre , mongrel pep , almost indecipher plot complic",0.56944
8078,hollywood post-product effect,0.54167
8079,mr. kilmer 's,0.5
8080,"lie ... footag might made thing trenchant , iron cultur satir instead frustrat misfir .",0.38889
8081,keep audienc guess guess -- confus suspect -- come time wrap thing send viewer home,0.25
8082,next inevit incarn,0.5
8083,fun,0.75
8084,otherwis excel film . power perform mel gibson,0.93056
8085,give charit b-minu emperor 's club,0.55556
8086,midnight,0.48611
8087,interest attal gainsbourg,0.65278
8088,", give strang combo you-are-ther close disori unreal seemingli broken-down fourth wall movi screen",0.4305600000000001
8089,decenc,0.54167
8090,enough hope,0.56944
8091,make great march band,0.66667
8092,lurid less,0.38889
8093,assign one bright shine star roberto benigni 's pinocchio -- guarante wise men follow,0.5
8094,crush,0.5
8095,", charact develop -- importantli , charact empathi -- heart italian beginn .",0.75
8096,"stori could expand work compel singl featur ,",0.52778
8097,small-budget,0.26389
8098,", unnerv examin",0.41667
8099,bottom-rung,0.22222
8100,free reign,0.58333
8101,cynic,0.40278
8102,charact studi -- hearst davi,0.5
8103,"goo ,",0.5
8104,nomin best actress even,0.5
8105,job clean peep booth surround,0.5
8106,play highli studi depend success patient viewer .,0.79167
8107,offer simplist explan complex situat,0.45833
8108,take singl cultur 've seen long time,0.54167
8109,aesthet sexual,0.61111
8110,"like schmidt lot , feel would like much harri & tonto never exist .",0.61111
8111,plight american indian modern america,0.5
8112,sparkl deft portrait tinseltown,0.59722
8113,modern day hong kong action film,0.5
8114,"truth fiction equal strang , take .",0.66667
8115,curs,0.38889
8116,"aspect , cheesi screenplay",0.4305600000000001
8117,right place ...,0.61111
8118,arrang,0.55556
8119,trick make us care protagonist celebr victori,0.68056
8120,", '' citi peopl still read",0.5
8121,", approach difficult , endless work remark seren disciplin",0.79167
8122,told humor poignanc,0.8333299999999999
8123,offens thing movi hollywood expect peopl pay see .,0.18056
8124,control,0.34722
8125,herrmann,0.5
8126,dedic good-heart,0.79167
8127,unlimit access,0.61111
8128,suffer dread war side,0.22222
8129,one dare surpris american movi year,0.90278
8130,glean three-hour endur test built around hour 's worth actual materi,0.47222
8131,"much film ,",0.5
8132,contriv climact hero 's death beloved-major,0.45833
8133,order,0.58333
8134,american societi unnerv way,0.36111
8135,assembl talent russo,0.59722
8136,wonder exotic-look woman whose emot depth hint,0.44444
8137,gritti prison authent,0.63889
8138,unrelentingli claustrophob unpleas,0.125
8139,"almost certainli fascin ,",0.8472200000000001
8140,realiz 've alreadi seen exact movi hundr time,0.29167
8141,'s rare told affect grace cultur specif .,0.80556
8142,"danc , henna , ornament , group song",0.5
8143,food-spittingli,0.625
8144,overlong,0.36111
8145,clone,0.45833
8146,margin member,0.5
8147,retreat,0.375
8148,"excit , clever",0.8472200000000001
8149,'m sure even miyazaki,0.48611
8150,campi fun like vincent price horror classic '60,0.56944
8151,care,0.5
8152,film 's final ( restor ) third ... emot belittl cinema classic . sometim shorter,0.56944
8153,"unexpect way , touch",0.68056
8154,"find movi bigger , fatter heart",0.45833
8155,work,0.5
8156,'s clear pictur kill bob crane .,0.5
8157,feel good,0.73611
8158,ya-ya,0.47222
8159,"get sillier , scarier , goe along ...",0.41667
8160,classic dramat anim featur,0.70833
8161,leav theater smile face,0.81944
8162,curiou sick poetri,0.44444
8163,"wendigo ) go cinema : fed eye , heart , mind .",0.72222
8164,steep atmospher wartim england,0.75
8165,cruel decept,0.30556
8166,shadowi light,0.625
8167,"intens , restraint",0.69444
8168,risk monotoni .,0.40278
8169,call ` sieg 3,0.48611
8170,stuff,0.5
8171,plot complic,0.40278
8172,histori x,0.44444
8173,jokest highway patrolmen,0.61111
8174,fairli pretti,0.63889
8175,matt,0.5
8176,intrigu ambigu,0.66667
8177,one .,0.66667
8178,'s plain aw still,0.16667
8179,inexplic,0.4305600000000001
8180,matur,0.73611
8181,thriller 's rush,0.56944
8182,vote,0.5
8183,"play hannib lecter , even though harri immedi inclin provid fourth book",0.5
8184,imposs care whether boast true,0.33333
8185,villai crazi interest,0.45833
8186,rocki bullwinkl,0.51389
8187,despit fact,0.5
8188,'s valuabl film ...,0.76389
8189,insight writer\/director respons,0.63889
8190,make pretti good team,0.66667
8191,", 's pathet anim .",0.38889
8192,anti-kieslowski pun possibl,0.59722
8193,"end , play intellectu emot impact after-school special",0.4305600000000001
8194,delight simmer,0.86111
8195,charact way intrigu even fascin us,0.86111
8196,poignant japanes epic,0.66667
8197,also serious,0.5
8198,dialogu n't smart,0.16667
8199,run time,0.48611
8200,"cram incid , bristl passion energi",0.69444
8201,"one mr. chabrol 's subtlest work , also one uncanni .",0.80556
8202,tree,0.65278
8203,redon,0.58333
8204,1949,0.5
8205,irrit,0.29167
8206,sympath terrorist motiv present '' side stori,0.36111
8207,frantic,0.41667
8208,", pander palav",0.40278
8209,"veloc idioci , ruinou remak",0.23611
8210,told scatter fashion,0.33333
8211,amid shock curios factor,0.58333
8212,ca n't recommend anyth rental tuxedo,0.36111
8213,"n't origin particular dishonor ,",0.63889
8214,seriou,0.5
8215,`` big chill '' reunion,0.59722
8216,"toler divers , film suffic",0.4305600000000001
8217,flimsi screenplay,0.40278
8218,crystal,0.5
8219,two unrel short,0.4305600000000001
8220,"simultan degrad charact , star audienc .",0.13889
8221,particular insight,0.5
8222,", 'll see del toro brought unexpect graviti blade ii .",0.72222
8223,danni devito screenwrit adam resnick ( rememb cabin boy ? ),0.5
8224,rewrit design garner film '' cooler '' pg-13 rate,0.51389
8225,zeal squeez action emot all-too-familiar dramat arc holocaust escap stori,0.41667
8226,"film 's strength n't detail , larger pictur paint - cultur conflict , thin veneer nation cover deepest , media-soak fear .",0.72222
8227,bravo 's,0.72222
8228,convict,0.76389
8229,,0.5
8230,boost size downtown hotel,0.44444
8231,"like lift terri gilliam 's subconsci , press kafka 's meat grinder buñuel 's case",0.77778
8232,strong theme famili tie,0.68056
8233,shoot concern,0.5
8234,realli happen ? '',0.5
8235,hard-driv,0.66667
8236,full emot involv support viewer,0.79167
8237,hour half daydream,0.33333
8238,come aliv switch gear sentiment .,0.52778
8239,"quiet endur , common concern ,",0.52778
8240,build laugh riot,0.76389
8241,one among multitud simple-mind,0.30556
8242,feel like 're watch iceberg melt --,0.16667
8243,"plod along method ,",0.40278
8244,'ll probabl love,0.61111
8245,charm comedi like american pie dead-on elect,0.68056
8246,detail,0.55556
8247,social milieu - rich new york intelligentsia -,0.72222
8248,emot forc,0.69444
8249,"movi 's quiet affirm neighborhood valu give honest , lived-in glow .",0.81944
8250,"love music ,",0.76389
8251,girl ' environ,0.55556
8252,nachtwey hate war show empath victim reveal,0.45833
8253,shock start,0.65278
8254,"doug liman ,",0.5
8255,"77 minut pokemon may last 4ever ,",0.33333
8256,film 's virtu,0.44444
8257,address,0.5
8258,decept,0.375
8259,", miller 's film one 2002 's involvingli adult surpris .",0.73611
8260,slugfest,0.45833
8261,", 're entir unprepar",0.61111
8262,"engag , wide-ey actress",0.76389
8263,urban life,0.56944
8264,sci-fi video game graphic disney-fi adolesc angst,0.36111
8265,whole mess,0.16667
8266,routin '' indi '' filmmak,0.48611
8267,'s someth mari american pie movi,0.61111
8268,less new voic deserv consid possibl successor best european director,0.73611
8269,charact,0.51389
8270,n't even halfway,0.375
8271,"watch chemistri freeman judd , howev , almost make movi worth see . almost .",0.45833
8272,"fail , make",0.36111
8273,one recent chines immigr 's experi,0.5
8274,boom-bam crowd,0.48611
8275,'s '' true stori '' 're like one helluva time movi,0.8333299999999999
8276,"lot run around , scream death",0.33333
8277,dark tragedi,0.40278
8278,"sit one , wo n't need magic watch stop time",0.30556
8279,"might save director , tom dey , splice togeth bit piec midnight run 48 hour ( , matter , shrek ) .",0.18056
8280,togeth ( time human resourc ) establish mr. cantet franc 's foremost cinemat poet workplac,0.88889
8281,audienc figur 's said,0.375
8282,possibl come .,0.5
8283,place,0.5
8284,remind us devast horror suffer entir peopl,0.52778
8285,"goe ,",0.5
8286,nearli two,0.5
8287,love look film,0.70833
8288,pulp fiction,0.5
8289,"feature-length , r-rate , road-trip version",0.5
8290,read subtitl,0.5
8291,cours,0.5
8292,"movi definit meaningless , vapid devoid substanc",0.11111
8293,"mafia , rap star hood rat butt ugli head regurgit cinemat violenc give brutal birth unlik , likabl , hero . '",0.65278
8294,"suggest pun ingredi soup somebodi noodl , let 's say ingredi n't quit add meal",0.29167
8295,need appli . ',0.5
8296,young man whose appar virtu quit unpleas peopl life,0.23611
8297,"seem long 110 minut 're fan , includ segment 12 song reunion concert",0.41667
8298,anyway,0.5
8299,"pale xerox , better crime movi",0.31944
8300,map,0.5
8301,thornberri stuff,0.47222
8302,'s close real life,0.44444
8303,lull coma,0.13889
8304,off-cent,0.44444
8305,interstiti program,0.5
8306,3-year-old,0.52778
8307,interest jerk byzantin incarn bother pleasur audienc,0.19444
8308,music video rather,0.48611
8309,straight-shoot famili film,0.70833
8310,lawrenc hate critic much refus evalu work,0.27778
8311,opul lush,0.5
8312,"japanes director hideo nakata ,",0.5
8313,describ ghost ship,0.625
8314,enough,0.5
8315,jr. 's,0.5
8316,fail lend charact ' individu stori enough dramat reson make us care .,0.25
8317,surprisingli faith remak,0.58333
8318,'re go subjug truth tear-jerk demand soap opera,0.375
8319,utterli predict,0.25
8320,differ kind love stori -,0.56944
8321,n't shoot messeng,0.44444
8322,'s panic room interest noth suck ... make sweat .,0.52778
8323,camera sens,0.52778
8324,speech pattern,0.5
8325,divertida,0.51389
8326,"uplift , funni wise",0.73611
8327,"iron sort dispos , kitchen-sink homag illustr whole often less sum part today 's hollywood",0.31944
8328,fun,0.65278
8329,"fault ,",0.19444
8330,urban western,0.5
8331,hardli,0.48611
8332,place masterpiec,0.77778
8333,slightli better men black 2 far slapdash,0.55556
8334,"'s long , repetit ,",0.19444
8335,safe conduct ( '' laissez-pass '' ),0.56944
8336,messag time,0.58333
8337,due rapid-fir deliveri,0.58333
8338,.,0.48611
8339,notabl sheer audac open,0.80556
8340,made want get made-up go see movi sister,0.72222
8341,movi blip year 's radar screen 's tempt go ride .,0.47222
8342,heavy-handed,0.38889
8343,gangster film,0.47222
8344,glib bounci bit sixties-styl slick hero might wind caught audienc get pure escap .,0.66667
8345,interest,0.69444
8346,sluggish pace lack genuin narr,0.16667
8347,brilliant,0.97222
8348,"nervi , riski film",0.59722
8349,fanci film typic problem averag peopl,0.69444
